net,length_um
_08175_,22.74
_08462_,22.74
_10130_,22.74
_18162_,22.74
_16840_,22.72
_18443_,22.72
_00108_,22.705
_01202_,22.7
_12077_,22.7
_12761_,22.7
_17127_,22.7
_06608_,22.68
_08206_,22.68
_15937_,22.68
_11841_,22.675
_18210_,22.66
_14016_,22.64
_14353_,22.64
_02712_,22.62
_04222_,22.62
_13865_,22.62
data_reg\[28\]\[3\],22.62
_00557_,22.6
_12255_,22.6
_12473_,22.6
_16082_,22.6
_17600_,22.6
_12348_,22.58
_12382_,22.58
_11113_,22.575
_07957_,22.56
_04066_,22.54
_04441_,22.54
_04733_,22.54
_07324_,22.54
_01917_,22.52
_02040_,22.52
_06273_,22.52
_07211_,22.52
_11296_,22.52
_18205_,22.52
_12891_,22.5
_15024_,22.5
_18350_,22.5
_07869_,22.49
_11327_,22.48
_13073_,22.48
_15393_,22.48
_02992_,22.46
_03602_,22.46
_03812_,22.46
_04142_,22.46
_07205_,22.46
_12274_,22.46
_13400_,22.46
_14898_,22.46
_18403_,22.46
_18492_,22.46
_02327_,22.44
_01024_,22.43
_07101_,22.42
_10916_,22.42
_13057_,22.42
_14155_,22.42
_03088_,22.415
_00850_,22.4
_04067_,22.4
_15389_,22.4
_17912_,22.4
_02808_,22.38
_08002_,22.38
_09548_,22.38
_13566_,22.38
_03138_,22.36
_03339_,22.36
_07512_,22.36
_09144_,22.36
_12559_,22.34
_14230_,22.34
_00478_,22.32
_10507_,22.32
_01823_,22.3
_04925_,22.3
_10910_,22.3
_11775_,22.3
_11800_,22.3
_08654_,22.295
_04637_,22.28
_09003_,22.28
_18391_,22.28
_01923_,22.265
_02431_,22.26
_06442_,22.26
_16754_,22.26
_16788_,22.26
_06609_,22.24
_08853_,22.24
_03791_,22.22
_08150_,22.22
_12107_,22.22
_02566_,22.2
_04889_,22.2
_08449_,22.18
_14810_,22.18
_18233_,22.18
_05719_,22.17
_05347_,22.16
_11924_,22.16
_12393_,22.16
_05370_,22.14
_11933_,22.14
count\[0\],22.14
_02027_,22.135
_02738_,22.12
_03533_,22.12
_07007_,22.12
_08270_,22.12
_09583_,22.12
_16066_,22.12
_01511_,22.1
_05244_,22.1
_11129_,22.1
_01159_,22.08
_05335_,22.08
_05984_,22.08
_13781_,22.08
_14661_,22.08
_01214_,22.06
_01329_,22.06
_01608_,22.06
_03423_,22.06
_04458_,22.06
_05484_,22.06
_11517_,22.04
_15844_,22.04
_01565_,22.02
_04096_,22.02
_08640_,22.02
_14995_,22.02
_15457_,22.01
_04565_,22
_11260_,22
_17272_,22
_04950_,21.96
_07572_,21.96
_08021_,21.96
_17710_,21.96
data_reg\[5\]\[3\],21.96
_01525_,21.94
_02288_,21.94
_07158_,21.94
_02444_,21.92
_12819_,21.92
_14518_,21.92
_15446_,21.92
_17503_,21.92
_17552_,21.92
_06633_,21.91
_03579_,21.9
_05563_,21.9
_14167_,21.9
_16212_,21.9
_17194_,21.9
_03754_,21.88
_04380_,21.88
_12431_,21.88
_17782_,21.88
_04285_,21.86
_04959_,21.86
data_reg\[31\]\[1\],21.845
_03392_,21.84
_04919_,21.84
_05079_,21.84
_13982_,21.84
_16153_,21.84
_07657_,21.82
_13053_,21.82
data_reg\[30\]\[4\],21.81
_01301_,21.8
_01382_,21.8
_02946_,21.8
_05110_,21.8
_05832_,21.8
_05835_,21.8
_06934_,21.8
_14758_,21.8
_00780_,21.78
_02158_,21.78
_04460_,21.78
_10864_,21.78
_05774_,21.76
_16071_,21.76
_16495_,21.76
_17554_,21.76
_10748_,21.74
_15209_,21.74
_18250_,21.74
_08619_,21.72
_17807_,21.72
_01158_,21.7
_04457_,21.7
_07051_,21.7
_12032_,21.7
clknet_leaf_10_clk,21.7
_02957_,21.68
_06035_,21.68
_13548_,21.68
_00504_,21.66
_13934_,21.66
_15204_,21.66
_17339_,21.66
_17354_,21.66
_03879_,21.64
_06377_,21.64
_13757_,21.64
_02219_,21.62
_05082_,21.62
_05704_,21.62
_05738_,21.62
_09167_,21.62
_09492_,21.62
_05925_,21.61
_06047_,21.605
_15200_,21.6
_16134_,21.6
_05442_,21.58
_08718_,21.58
_13947_,21.58
_14091_,21.58
_15678_,21.58
_02728_,21.56
_03352_,21.56
_04379_,21.56
_07189_,21.56
_08898_,21.56
_17614_,21.56
_05722_,21.55
_01013_,21.54
_01363_,21.54
_08316_,21.54
_08526_,21.54
_02731_,21.52
_14274_,21.52
_17476_,21.5
_04679_,21.48
_10295_,21.48
_14485_,21.48
_16367_,21.48
_16433_,21.48
_11203_,21.475
_06874_,21.47
_07918_,21.47
_10462_,21.46
_16313_,21.46
_17926_,21.46
_18493_,21.45
_10517_,21.44
_10871_,21.44
_12292_,21.44
_14270_,21.44
_08159_,21.42
_09662_,21.42
_10626_,21.42
_11749_,21.42
_13247_,21.42
_17564_,21.42
_00433_,21.415
_00867_,21.41
_14343_,21.4
_00531_,21.38
_03843_,21.38
_04981_,21.38
_09546_,21.38
_09623_,21.37
_05821_,21.36
_08757_,21.36
_12468_,21.36
_13000_,21.36
_15502_,21.36
_03830_,21.34
_05749_,21.34
_12623_,21.34
_16250_,21.34
_17863_,21.34
_08478_,21.33
_00873_,21.32
_06252_,21.32
_10192_,21.32
_02290_,21.3
_12245_,21.3
_15537_,21.3
_15608_,21.3
_15777_,21.29
_05794_,21.28
_06955_,21.28
_04453_,21.26
_06512_,21.26
_08763_,21.26
_10750_,21.26
_10849_,21.26
_13746_,21.26
_14891_,21.26
_00796_,21.24
_07910_,21.24
_15228_,21.24
_16789_,21.24
_06714_,21.23
_03494_,21.22
_10742_,21.22
_11762_,21.22
_17457_,21.22
_17532_,21.22
_00870_,21.2
_03211_,21.2
_04117_,21.2
_08892_,21.2
_13389_,21.2
count\[1\],21.2
_04078_,21.18
_05508_,21.18
_07690_,21.17
_02303_,21.16
_07366_,21.16
_09040_,21.16
_15632_,21.16
_15792_,21.16
_18074_,21.155
_00798_,21.15
_01225_,21.14
_06747_,21.14
_16491_,21.14
_01597_,21.12
_03018_,21.12
_03052_,21.12
_04785_,21.12
_05408_,21.12
_12720_,21.12
_13615_,21.12
_09247_,21.105
_02345_,21.1
_04227_,21.1
_06542_,21.1
_12169_,21.1
_02836_,21.08
_03447_,21.08
_07199_,21.08
_13224_,21.08
_07821_,21.07
_05699_,21.06
_08698_,21.06
_10294_,21.05
_02152_,21.04
_02494_,21.04
_03539_,21.04
_07050_,21.04
_18444_,21.04
_05735_,21.02
_11907_,21.02
_02800_,21
_03972_,21
_04249_,21
_05223_,21
_05441_,21
_08301_,21
_10772_,21
_13686_,21
_13985_,21
_16184_,21
_16772_,20.99
_00647_,20.98
_08736_,20.98
_15893_,20.98
_18005_,20.98
_01109_,20.96
_01883_,20.96
_04291_,20.96
_05603_,20.96
_09281_,20.96
_03085_,20.955
_17289_,20.95
_02610_,20.94
_08054_,20.94
_13010_,20.94
_00582_,20.92
_07807_,20.92
_12747_,20.92
_14440_,20.92
_14568_,20.92
_18318_,20.92
_02137_,20.9
_05929_,20.9
_06761_,20.9
_16837_,20.89
data_reg\[10\]\[4\],20.89
_01167_,20.88
_08442_,20.88
_09291_,20.88
_13487_,20.88
_02064_,20.86
_10302_,20.86
_13045_,20.86
_16630_,20.86
_04736_,20.84
_06368_,20.84
_15322_,20.84
_03487_,20.82
_03745_,20.82
_07276_,20.82
_08946_,20.82
_14724_,20.82
_00744_,20.8
_01121_,20.8
_05461_,20.8
_03150_,20.78
_04916_,20.78
_05806_,20.78
_08616_,20.78
_08907_,20.78
_09071_,20.78
_15472_,20.78
_15755_,20.78
_18324_,20.78
_05358_,20.76
_16554_,20.76
_01581_,20.74
_02086_,20.74
_03578_,20.74
_08455_,20.74
_08656_,20.74
_15924_,20.74
_17938_,20.74
_13461_,20.72
_04550_,20.7
_09334_,20.7
_02609_,20.695
_04783_,20.68
_05270_,20.68
_05673_,20.68
_06793_,20.68
_15820_,20.68
_17678_,20.68
_03434_,20.67
_06119_,20.66
_08842_,20.66
_00783_,20.64
_06759_,20.64
_08221_,20.64
_08726_,20.64
_10419_,20.64
_03232_,20.62
_04672_,20.62
_07352_,20.62
_09322_,20.62
_03203_,20.6
_08410_,20.6
_08699_,20.6
_03777_,20.595
_07096_,20.58
_07149_,20.58
_10994_,20.58
_16173_,20.58
_09419_,20.57
_00101_,20.56
_01431_,20.56
_00678_,20.54
_13322_,20.54
_13707_,20.54
_17138_,20.54
_03558_,20.525
_06744_,20.52
_14652_,20.52
_16536_,20.52
_04149_,20.5
_05790_,20.5
_06728_,20.5
_15223_,20.5
net104,20.5
_11986_,20.48
_12034_,20.48
_14106_,20.48
_16942_,20.48
_02753_,20.46
_07075_,20.46
_08490_,20.46
_11183_,20.46
_12278_,20.46
_12802_,20.46
_03759_,20.44
_06801_,20.44
_16790_,20.44
_17484_,20.44
_01358_,20.42
_01439_,20.42
_01769_,20.42
_02811_,20.42
_11966_,20.42
_12542_,20.42
_13305_,20.42
_13411_,20.42
_17658_,20.42
_17687_,20.42
_17973_,20.42
_18426_,20.42
_08211_,20.4
_10821_,20.38
_12655_,20.38
_13774_,20.38
_15868_,20.38
_16890_,20.38
_01258_,20.36
_01690_,20.36
_05348_,20.36
_05732_,20.36
_08435_,20.36
_01008_,20.34
_01861_,20.34
_06835_,20.34
_13202_,20.34
_04435_,20.32
_09754_,20.32
_17671_,20.32
_01619_,20.31
_07545_,20.31
_03980_,20.3
_04026_,20.3
_08026_,20.3
_09352_,20.3
_14234_,20.3
_01312_,20.28
_06497_,20.28
_08960_,20.28
_11780_,20.28
_11976_,20.28
_13728_,20.28
_14744_,20.28
_15576_,20.28
_17347_,20.28
_17359_,20.28
_07528_,20.275
_04936_,20.26
_14505_,20.26
_15997_,20.24
_16238_,20.24
_17128_,20.24
_03585_,20.225
_00502_,20.22
_11304_,20.22
_12796_,20.22
_01399_,20.2
_02194_,20.2
_03260_,20.2
_06256_,20.2
_09715_,20.2
_12139_,20.2
_16952_,20.2
_00733_,20.18
_09028_,20.18
_09619_,20.18
_16854_,20.18
_01696_,20.16
_04089_,20.16
_11472_,20.16
_13782_,20.16
_17039_,20.16
_14066_,20.14
_16913_,20.14
_17468_,20.14
_17509_,20.14
_00576_,20.125
_01162_,20.12
_05515_,20.12
_07506_,20.12
_13872_,20.12
_14022_,20.12
_16803_,20.12
_02960_,20.1
_04151_,20.1
_15596_,20.1
_17592_,20.1
_14143_,20.09
_00893_,20.08
_04364_,20.08
_04612_,20.08
_04704_,20.08
_05006_,20.08
_07430_,20.08
_09477_,20.08
_09829_,20.08
_10455_,20.08
_13816_,20.08
_17208_,20.08
_09079_,20.06
_11664_,20.06
_12008_,20.06
_15774_,20.05
_06518_,20.04
_14443_,20.04
_03669_,20.02
_04143_,20.02
_08724_,20.02
_13576_,20.02
_02293_,20
_03821_,20
_05471_,20
_05744_,20
_14120_,20
_16692_,20
_16715_,20
_04154_,19.98
_09206_,19.98
_16299_,19.98
_06605_,19.965
_01194_,19.96
_01325_,19.96
_02183_,19.96
_06395_,19.96
_07024_,19.96
_08102_,19.96
_14691_,19.96
_14849_,19.96
_18463_,19.96
_02173_,19.94
_06185_,19.94
_07039_,19.94
_16532_,19.94
_17514_,19.94
data_reg\[13\]\[0\],19.94
_15324_,19.93
_03209_,19.92
_03837_,19.92
_04922_,19.92
_07254_,19.92
_07892_,19.92
_16268_,19.92
_16769_,19.92
_03196_,19.9
_03562_,19.9
_18107_,19.9
_10834_,19.88
_12646_,19.88
_15778_,19.88
data_reg\[4\]\[2\],19.88
_06406_,19.86
_06717_,19.86
_06923_,19.86
_07375_,19.86
_07393_,19.86
_10352_,19.86
_11565_,19.86
_16215_,19.86
_04240_,19.855
_08069_,19.855
_02335_,19.84
_03019_,19.84
_03342_,19.84
_06635_,19.84
_13001_,19.84
_14781_,19.84
_15125_,19.84
_17574_,19.84
_06947_,19.835
_04424_,19.82
_05978_,19.82
_01834_,19.8
_06129_,19.8
_14415_,19.8
_17470_,19.8
_18121_,19.8
_07250_,19.795
_04620_,19.78
_05440_,19.78
_05753_,19.78
_06000_,19.78
_11133_,19.78
_11950_,19.78
_15887_,19.78
_16387_,19.78
_00938_,19.76
_01733_,19.76
_09490_,19.76
state,19.76
_16368_,19.755
_01039_,19.74
_03907_,19.74
_04763_,19.74
_06988_,19.74
_09061_,19.74
_09557_,19.74
_10631_,19.74
_14953_,19.74
_01990_,19.73
_03693_,19.72
_05326_,19.72
_09455_,19.72
_16641_,19.72
_05415_,19.7
_09101_,19.7
_13211_,19.7
_15839_,19.7
_16925_,19.7
_04152_,19.68
_04527_,19.68
_14054_,19.68
_16044_,19.68
_17449_,19.68
_18240_,19.68
_17588_,19.67
_04182_,19.66
_07822_,19.66
_09640_,19.66
_13574_,19.66
_15367_,19.66
_15586_,19.66
_03247_,19.655
_01504_,19.64
_03818_,19.64
_06968_,19.64
_08623_,19.64
_09511_,19.64
_17183_,19.64
_01909_,19.62
_06828_,19.62
_16284_,19.62
_03583_,19.61
_02014_,19.6
_01630_,19.58
_09462_,19.58
_13694_,19.58
_17770_,19.58
_07093_,19.56
_09085_,19.56
_10705_,19.56
_16724_,19.55
_02005_,19.54
_03362_,19.54
_05723_,19.54
_07705_,19.54
_08461_,19.54
_10496_,19.54
_11703_,19.54
_13765_,19.54
_14677_,19.54
_14876_,19.54
_12238_,19.53
_16782_,19.53
_00966_,19.52
_03985_,19.52
_08886_,19.52
_09458_,19.52
_10874_,19.52
_18069_,19.52
_02104_,19.5
_04018_,19.5
_10315_,19.495
_03456_,19.48
_15613_,19.48
_18101_,19.48
_08250_,19.46
_13810_,19.46
_15208_,19.46
_00826_,19.44
_07218_,19.44
_08466_,19.44
_09590_,19.44
_14693_,19.44
_15811_,19.44
_11650_,19.435
_09888_,19.42
_12449_,19.42
_14996_,19.42
_16832_,19.42
_04174_,19.4
_06775_,19.4
_07206_,19.4
_09390_,19.4
_09394_,19.4
_09638_,19.4
_13213_,19.4
_18281_,19.4
_05403_,19.38
_11771_,19.38
_14829_,19.375
_06057_,19.37
_08240_,19.36
_08740_,19.36
_12912_,19.36
_16397_,19.36
_17573_,19.36
_18365_,19.36
_15672_,19.35
_03180_,19.34
_04388_,19.34
_06981_,19.34
_11451_,19.34
_15523_,19.34
_16214_,19.34
_16838_,19.34
_17777_,19.34
_01524_,19.33
_07547_,19.33
_00825_,19.32
_01245_,19.32
_01470_,19.32
_06524_,19.32
_09454_,19.32
_10962_,19.32
_11292_,19.32
_13771_,19.32
_18166_,19.32
_04053_,19.31
_02278_,19.305
_05224_,19.3
_06299_,19.3
_13733_,19.3
_16460_,19.3
_16542_,19.3
_13957_,19.29
_03258_,19.28
_09474_,19.28
_18279_,19.28
u_gain3\[7\],19.28
clknet_leaf_0_clk,19.28
_02169_,19.26
_12189_,19.26
_04825_,19.25
data_reg\[31\]\[0\],19.245
_01695_,19.24
_04677_,19.24
_12816_,19.24
_13737_,19.24
_15281_,19.24
_15347_,19.24
_16941_,19.235
_16369_,19.225
_05157_,19.22
_13661_,19.22
_15601_,19.22
_00971_,19.2
_01837_,19.2
_02156_,19.2
_03264_,19.2
_03471_,19.2
_15527_,19.2
_05668_,19.195
_03909_,19.18
_13687_,19.18
_01205_,19.175
_02283_,19.16
_02391_,19.16
_10387_,19.16
_11430_,19.16
_15108_,19.16
_15443_,19.16
_16562_,19.16
_05623_,19.14
_06683_,19.14
_17943_,19.14
_02666_,19.12
_06388_,19.12
_17851_,19.12
_06434_,19.115
_04979_,19.1
_08158_,19.09
_12746_,19.09
_04852_,19.08
_10581_,19.08
_16645_,19.08
_06258_,19.06
_07129_,19.06
_11436_,19.06
_13558_,19.06
_06700_,19.04
_10668_,19.04
_17584_,19.04
_18089_,19.04
_01370_,19.02
_02474_,19.02
_05628_,19.02
_12984_,19.02
_13849_,19.02
_14438_,19.02
_18304_,19.02
_01458_,19
_01924_,19
_12833_,19
_13745_,19
_14666_,19
_14768_,19
_17052_,19
_17787_,19
_15804_,18.995
_06275_,18.98
_06690_,18.98
_11277_,18.98
_11550_,18.98
_15483_,18.98
_11456_,18.96
_08838_,18.94
_11952_,18.94
_13626_,18.94
_14658_,18.94
_02849_,18.92
_04043_,18.92
_06451_,18.92
_06549_,18.92
_14414_,18.92
_14740_,18.92
_17828_,18.92
count\[11\],18.92
_01560_,18.9
_06667_,18.9
_12940_,18.9
_14882_,18.9
_18328_,18.9
_09278_,18.895
_02330_,18.88
_02649_,18.88
_03114_,18.88
_03651_,18.88
_04348_,18.88
_07783_,18.88
_11981_,18.88
_13043_,18.88
_13046_,18.88
_00917_,18.86
_01646_,18.86
_16414_,18.86
_06787_,18.84
_10333_,18.84
_14486_,18.84
_16061_,18.84
_04209_,18.82
_06520_,18.82
_11270_,18.82
_12479_,18.82
_13259_,18.82
_16619_,18.82
_00754_,18.8
_03736_,18.8
_14324_,18.8
_15040_,18.8
_15590_,18.8
_09939_,18.78
_15654_,18.78
_01285_,18.76
_07394_,18.76
_16222_,18.75
_00621_,18.74
_04392_,18.74
_07373_,18.74
_18075_,18.74
_18112_,18.74
_02445_,18.72
_06752_,18.72
_07247_,18.72
_08854_,18.72
_14291_,18.72
_18244_,18.72
_05943_,18.7
_10184_,18.7
_16575_,18.7
data_reg\[13\]\[6\],18.7
_12265_,18.68
_16486_,18.68
_17413_,18.68
_18434_,18.68
_17507_,18.67
_12094_,18.66
_13074_,18.66
_15616_,18.65
_05433_,18.64
_08629_,18.64
_11914_,18.64
_12395_,18.64
_16673_,18.64
_07712_,18.62
_12777_,18.62
_14074_,18.62
_14088_,18.62
_18392_,18.62
_08056_,18.6
_11365_,18.6
_05993_,18.58
_12799_,18.58
_14653_,18.58
_15407_,18.58
_16643_,18.58
_14371_,18.56
_02257_,18.54
_07526_,18.54
_08906_,18.54
_15044_,18.54
_18015_,18.54
_18323_,18.54
_10485_,18.535
_00417_,18.52
_02758_,18.52
_06416_,18.52
_07411_,18.52
_07909_,18.52
_08326_,18.52
_08595_,18.52
_10383_,18.52
_11241_,18.52
_14848_,18.52
_15070_,18.52
_17538_,18.52
data_reg\[13\]\[4\],18.52
_02270_,18.5
_14285_,18.5
_14436_,18.5
_01270_,18.49
_02661_,18.48
_07151_,18.48
_08559_,18.48
_12361_,18.48
_12948_,18.48
_01795_,18.46
_02555_,18.46
_05201_,18.46
_05516_,18.46
_08874_,18.46
_12304_,18.46
_16002_,18.46
_16389_,18.46
_04145_,18.44
_16187_,18.44
_07167_,18.43
_08862_,18.42
_17394_,18.42
_00659_,18.4
_04200_,18.4
_05562_,18.4
_07432_,18.4
_11278_,18.4
_12748_,18.4
_15377_,18.4
_01211_,18.38
_03807_,18.38
_05316_,18.38
_09012_,18.38
_10374_,18.38
_16502_,18.38
_04403_,18.36
_07209_,18.36
_15633_,18.36
_17900_,18.36
_08826_,18.35
_15494_,18.35
_06852_,18.34
_07897_,18.34
_15094_,18.34
_00418_,18.32
_02810_,18.32
_04603_,18.32
_04762_,18.32
_12739_,18.32
_15791_,18.32
_16594_,18.32
_16818_,18.32
_03111_,18.3
_05769_,18.3
_05798_,18.3
_07038_,18.3
_14719_,18.3
_01306_,18.28
_03696_,18.28
_09295_,18.28
_11359_,18.28
_14296_,18.28
_18136_,18.28
_04056_,18.26
_10885_,18.26
_12921_,18.26
_13260_,18.26
_16954_,18.26
_17981_,18.26
_05521_,18.24
_14304_,18.24
_15318_,18.24
_18214_,18.24
data_reg\[10\]\[6\],18.24
_16534_,18.235
_03540_,18.22
_12974_,18.22
_16298_,18.22
_16449_,18.22
u_gain2\[29\],18.22
_02382_,18.21
_16428_,18.21
_02096_,18.2
_02527_,18.2
_02622_,18.2
_05581_,18.2
_06905_,18.2
_11063_,18.2
_13883_,18.2
_14555_,18.2
_09199_,18.18
_04534_,18.16
_05013_,18.16
_07893_,18.16
_17008_,18.16
_01026_,18.155
_03941_,18.14
_09692_,18.14
_12772_,18.14
_16569_,18.14
_00483_,18.12
_10276_,18.12
_16533_,18.12
_12243_,18.11
_12644_,18.11
_07023_,18.1
_09165_,18.1
_14667_,18.1
_16727_,18.1
_03266_,18.08
_04428_,18.08
_05105_,18.08
_10815_,18.08
_11071_,18.08
_12551_,18.08
_13992_,18.08
_15760_,18.08
_16477_,18.08
_08689_,18.07
_00793_,18.06
_04342_,18.06
_08927_,18.06
_17018_,18.06
_18256_,18.06
_16808_,18.05
_13309_,18.04
_14332_,18.04
_15954_,18.04
_17894_,18.04
_01442_,18.02
_02034_,18.02
_03025_,18.02
_03824_,18.02
_05238_,18.02
_07772_,18.02
_08641_,18.02
_08961_,18.02
_09518_,18.02
_09683_,18.02
_16930_,18.02
_01139_,18
_02228_,18
_03460_,18
_04543_,18
_05626_,18
_14657_,18
_14874_,18
_01558_,17.98
_04597_,17.98
_05838_,17.98
_07635_,17.98
_08891_,17.98
_11409_,17.98
_11476_,17.98
_12403_,17.98
_12993_,17.975
_06288_,17.97
_07980_,17.96
_08706_,17.96
_12076_,17.96
_18146_,17.96
_01685_,17.94
_03513_,17.94
_08815_,17.94
_11144_,17.94
_11356_,17.94
_14553_,17.94
_15073_,17.94
_15720_,17.94
_17218_,17.94
_09379_,17.92
_09697_,17.92
_14600_,17.92
_01427_,17.9
_04525_,17.9
_09117_,17.9
_11737_,17.9
_15206_,17.9
_10154_,17.89
_03790_,17.88
_09658_,17.88
_15224_,17.88
_16003_,17.88
_00549_,17.86
_08238_,17.86
_08281_,17.86
_12909_,17.86
_17121_,17.86
data_reg\[8\]\[1\],17.86
_03705_,17.85
_06687_,17.84
_08828_,17.84
_04829_,17.82
_05121_,17.82
_05199_,17.82
_05823_,17.82
_06037_,17.82
_12497_,17.82
_12758_,17.82
_14502_,17.82
_15827_,17.82
_17233_,17.82
_18394_,17.82
_16176_,17.81
_03776_,17.8
_07252_,17.8
_08941_,17.8
_16376_,17.8
_02843_,17.78
_04190_,17.78
_07992_,17.78
_08273_,17.78
_11228_,17.78
_12397_,17.78
_17835_,17.78
_18216_,17.78
_03303_,17.76
_04971_,17.76
_06378_,17.76
_06745_,17.76
_06916_,17.76
_11215_,17.76
_13512_,17.76
_16764_,17.76
_15704_,17.75
_06567_,17.74
_08761_,17.74
_13564_,17.74
_17541_,17.74
_18298_,17.74
_02374_,17.72
_03451_,17.7
_04031_,17.7
_07363_,17.7
_07967_,17.7
_09205_,17.7
_09552_,17.7
_09733_,17.7
_12143_,17.7
_03748_,17.695
_00611_,17.68
_02352_,17.68
_12582_,17.68
_14824_,17.68
_15542_,17.68
_00934_,17.66
_03801_,17.66
_05922_,17.66
_07901_,17.66
_12049_,17.66
_15557_,17.66
_16909_,17.66
_02757_,17.64
_06141_,17.64
_07044_,17.64
_08153_,17.64
_08285_,17.64
_08670_,17.64
_08973_,17.64
_11307_,17.64
_12787_,17.64
_13195_,17.64
_15897_,17.64
_16315_,17.64
_17064_,17.64
_04650_,17.62
_07204_,17.62
_07400_,17.62
_08642_,17.62
_08894_,17.62
_10625_,17.62
_11888_,17.62
_15869_,17.62
_18409_,17.62
_00471_,17.61
_04414_,17.6
_06116_,17.6
_06329_,17.6
_15972_,17.6
_17632_,17.6
_03278_,17.58
_07915_,17.58
_16546_,17.58
_02558_,17.56
_02934_,17.56
_04466_,17.56
_06678_,17.56
_08322_,17.56
_13914_,17.56
_14496_,17.56
_15054_,17.56
_18445_,17.56
u_gain3\[24\],17.56
_02331_,17.54
_05068_,17.54
_12212_,17.54
_16278_,17.54
_18194_,17.54
_14937_,17.525
_00711_,17.52
_02385_,17.52
_02414_,17.52
_07650_,17.52
_08782_,17.52
_12499_,17.52
_13308_,17.52
_14181_,17.52
_15052_,17.52
_18132_,17.52
_00464_,17.5
_06705_,17.5
_17337_,17.5
_18181_,17.5
_18458_,17.5
_00827_,17.485
_01635_,17.48
_03336_,17.48
_03811_,17.48
_04863_,17.48
_05899_,17.48
_08454_,17.48
_08622_,17.48
_10607_,17.48
_18452_,17.475
_09670_,17.47
_04555_,17.46
_04776_,17.46
_05299_,17.46
_05598_,17.46
_05913_,17.46
_17737_,17.46
_18310_,17.46
_04809_,17.455
_16432_,17.45
_01638_,17.44
_02522_,17.44
_05783_,17.44
_07410_,17.44
_07760_,17.44
_11709_,17.44
_14276_,17.44
_15282_,17.44
_15711_,17.44
_00746_,17.42
_01945_,17.42
_09999_,17.42
_01709_,17.4
_01853_,17.4
_03283_,17.4
_03912_,17.4
_08823_,17.4
_12430_,17.4
_13360_,17.4
_15517_,17.4
_15807_,17.4
_15915_,17.4
_15965_,17.4
_05601_,17.38
_06884_,17.38
_07894_,17.38
_08275_,17.38
_09216_,17.38
_11098_,17.38
data_reg\[29\]\[5\],17.38
_02739_,17.36
_12436_,17.36
_12846_,17.36
_13554_,17.36
_16070_,17.36
_16895_,17.36
_18212_,17.36
data_reg\[31\]\[4\],17.36
_01435_,17.34
_12643_,17.34
_15577_,17.34
_16568_,17.34
_00986_,17.33
_00501_,17.32
_03454_,17.32
_07888_,17.32
_11225_,17.32
_12457_,17.32
_13742_,17.32
_14286_,17.32
_15182_,17.32
_18100_,17.32
_07103_,17.3
_11477_,17.3
_12828_,17.3
_15637_,17.29
data_reg\[7\]\[3\],17.285
_00699_,17.28
_02022_,17.28
_06391_,17.28
_07885_,17.28
_08081_,17.28
_09237_,17.28
_10823_,17.28
_16043_,17.28
_16668_,17.275
_06893_,17.26
_15189_,17.26
_18388_,17.26
_12318_,17.25
_02234_,17.24
_02486_,17.24
_12228_,17.24
_14185_,17.24
_14621_,17.24
_15728_,17.24
_08249_,17.235
_03425_,17.22
_06009_,17.22
_08047_,17.22
_08729_,17.22
_14481_,17.215
_14193_,17.21
_01014_,17.2
_02796_,17.2
_02827_,17.2
_04039_,17.2
_04157_,17.2
_04830_,17.2
_13825_,17.2
_16487_,17.2
_07499_,17.195
_02423_,17.19
_02548_,17.18
_10573_,17.18
_11142_,17.18
_13036_,17.18
data_reg\[4\]\[0\],17.18
_03360_,17.16
_06535_,17.16
_07439_,17.16
_09093_,17.16
_03350_,17.15
_04139_,17.15
_01046_,17.14
_01259_,17.14
_03933_,17.14
_07145_,17.14
_10861_,17.14
_12563_,17.14
_14892_,17.14
_15780_,17.14
_15975_,17.14
_16019_,17.14
_02709_,17.13
_00888_,17.12
_04605_,17.12
_12742_,17.12
_15475_,17.12
_16267_,17.12
_16441_,17.12
_17057_,17.105
_02797_,17.1
_04126_,17.1
_17655_,17.1
_17747_,17.1
_05694_,17.08
_12069_,17.08
_14337_,17.08
_14850_,17.08
_15215_,17.08
_01089_,17.06
_01742_,17.06
_01897_,17.06
_02977_,17.06
_04314_,17.06
_05713_,17.06
_06593_,17.06
_07131_,17.06
_07675_,17.06
_08225_,17.06
_15936_,17.06
_16986_,17.06
_03655_,17.04
_08789_,17.04
_11189_,17.04
_11538_,17.04
_12046_,17.04
_17130_,17.025
_02065_,17.02
_17220_,17.02
_01166_,17
_09157_,17
_16216_,16.985
_02160_,16.98
_06861_,16.98
_07933_,16.98
_10228_,16.98
_12419_,16.98
_13501_,16.98
_14851_,16.98
_15401_,16.98
_16355_,16.98
_17899_,16.98
_01884_,16.96
_03449_,16.96
_04140_,16.96
_07886_,16.96
_10050_,16.96
_11773_,16.96
_11896_,16.96
_13843_,16.96
_16040_,16.96
_01974_,16.94
_02165_,16.94
_03515_,16.94
_04810_,16.94
_07969_,16.94
_08548_,16.94
_08877_,16.94
_10424_,16.94
_17461_,16.94
_18246_,16.94
_18390_,16.94
_02862_,16.92
_13456_,16.91
_01339_,16.9
_01955_,16.9
_03911_,16.9
_05147_,16.9
_11501_,16.9
_13096_,16.9
_02736_,16.88
_03594_,16.88
_15327_,16.88
_01535_,16.86
_01743_,16.86
_03015_,16.86
_05553_,16.86
_05590_,16.86
_07449_,16.86
